1,32,27,1
1,35,30,2
1,31,26,3
1,34,30,4
1,31,27,5
1,34,29,6
1,33,28,7
1,33,29,8
1,32,28,9
2,29,24,1
2,27,18,2
2,26,17,3
2,32,27,4
2,30,19,5
2,39,34,6
2,29,20,7
2,31,27,8
2,30,25,9
2,29,18,10
2,30,24,11
2,40,35,12
2,34,30,13
2,37,31,14
2,36,31,15
2,32,28,16
2,34,29,17
2,38,33,18
2,33,28,19
2,38,32,20
2,35,30,21
2,31,26,22
2,40,34,23
2,33,29,24
2,37,32,25
2,28,17,26
2,28,19,27
2,39,33,28
3,27,16,1
3,29,24,1
3,39,34,1
3,42,37,1
3,27,18,2
3,28,22,2
3,30,19,2
3,27,22,3
3,28,23,3
3,31,22,4
3,25,14,5
3,39,28,6
3,33,22,7
3,38,29,7
3,43,39,7
3,30,24,8
3,32,23,9
3,29,18,10
3,33,29,11
3,36,27,12
3,29,23,13
3,39,30,14
3,29,20,15
3,32,21,16
3,44,40,17
3,26,17,18
3,36,31,19
3,38,33,20
3,32,27,21
3,40,29,22
3,38,32,23
3,43,38,24
3,28,17,25
3,37,31,26
3,35,24,27
3,42,38,28
3,41,36,29
3,30,25,30
3,34,29,31
3,34,30,32
3,33,28,33
3,35,30,34
3,28,19,35
3,32,28,36
3,40,34,37
3,40,35,38
3,31,27,39
3,45,40,40
3,39,33,41
3,31,26,42
3,37,28,43
3,41,37,44
3,44,39,45
3,37,32,46
4,32,12,1
4,33,24,1
4,37,26,1
4,42,31,1
4,45,34,1
4,29,23,2
4,30,19,3
4,34,23,3
4,29,18,4
4,27,21,5
4,38,20,5
4,39,34,5
4,40,18,5
4,27,22,6
4,34,14,6
4,35,24,6
4,28,22,7
4,48,42,7
4,27,16,8
4,33,22,9
4,38,29,9
4,28,23,10
4,39,28,10
4,32,23,11
4,38,27,12
4,40,29,12
4,49,44,13
4,25,14,14
4,26,37,15
4,42,37,16
4,29,24,17
4,36,27,17
4,41,36,18
4,32,21,19
4,39,30,20
4,42,38,21
4,47,42,22
4,32,27,23
4,49,43,24
4,33,28,25
4,30,24,26
4,41,32,27
4,40,35,28
4,38,32,29
4,44,40,29
4,33,29,30
4,36,31,31
4,50,45,32
4,37,28,33
4,28,19,34
4,28,17,35
4,35,30,36
4,26,17,37
4,38,33,38
4,37,32,39
4,31,27,40
4,43,38,41
4,45,40,42
4,30,25,43
4,40,34,44
4,34,29,45
4,37,31,46
4,34,30,47
4,29,20,48
4,39,33,49
4,31,26,50
4,32,28,51
4,44,39,52
4,46,41,52
4,50,44,53
4,41,37,54
5,34,14,1
5,40,20,1
5,45,34,1
5,48,43,1
5,34,32,2
5,31,11,3
5,38,27,3
5,43,39,3
5,32,12,4
5,48,42,4
5,23,14,5
5,27,18,5
5,30,28,5
5,33,22,5
5,37,17,5
5,39,19,5
5,29,27,6
5,26,37,7
5,30,19,7
5,32,23,7
5,34,23,7
5,41,32,8
5,27,22,9
5,27,16,10
5,28,22,11
5,49,44,11
5,47,41,12
5,29,23,13
5,33,24,14
5,39,28,14
5,30,24,15
5,39,34,15
5,28,23,16
5,42,31,16
5,47,42,16
5,29,18,17
5,36,27,18
5,31,22,19
5,26,17,20
5,42,37,21
5,38,29,22
5,32,21,23
5,32,27,24
5,43,38,24
5,50,45,25
5,40,29,26
5,25,14,27
5,44,40,28
5,40,35,29
5,39,30,30
5,41,36,31
5,35,24,32
5,38,32,33
5,49,43,34
5,29,24,35
5,37,28,36
5,33,28,37
5,42,38,38
5,29,20,39
5,28,17,40
5,38,33,41
5,30,25,42
5,40,34,43
5,33,29,44
5,37,32,45
5,45,40,46
5,28,19,47
5,34,30,48
5,44,39,49
5,36,31,50
5,35,30,51
5,31,27,52
5,50,44,53
5,41,37,54
5,37,31,55
5,39,33,56
5,32,28,57
5,34,29,58
5,46,41,59
5,31,26,60
6,32,34,1
6,32,41,1
6,33,35,1
6,34,12,1
